,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
3340,DB04632,4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,,OC1=C(CNC2CCN(CC2)S(=O)(=O)NC2=CC(OC3=CC=C(F)C=C3)=CC=C2)C=CC=C1,3.37,1.86,2.80e-02 g/l,8.1,11.0,1.0,0.0,0.0,1.0,0.0,0.0
3341,DB04636,Glutamine t-butyl ester,,CC(C)(C)OC(=O)[C@@H](N)CCC(N)=O,-0.27,-0.54,1.44e+01 g/l,16.46,7.18,0.0,2.0,0.0,0.0,0.0,0.0
3342,DB04637,6-Bromo-1-hexanol,4286-55-9,OCCCCCCBr,2.35,1.8,1.14e+00 g/l,16.84,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
3343,DB04638,"2,5-DI-(TERT-BUTYL)-1,4,BENZOHYDROQUINONE",,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,4.19,4.46,2.50e-01 g/l,10.36,-5.5,0.0,0.0,0.0,0.0,0.0,0.0
3344,DB04639,Biphenylalanine,,[H][C@](N)(CC1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O,0.1,0.46,5.87e-02 g/l,2.49,9.44,0.0,1.0,0.0,0.0,0.0,0.0
3345,DB04641,"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",,OC(=O)C1=C(O)C=C2C=CC(O)=CC2=C1,2.38,2.66,4.90e-01 g/l,2.69,-5.5,0.0,1.0,0.0,0.0,0.0,0.0
3346,DB04642,"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",,OC(=O)CCCCCCOC1=C(Cl)C=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1Cl,5.21,5.71,1.62e-04 g/l,3.94,-4.9,0.0,3.0,0.0,0.0,0.0,0.0
3347,DB04643,"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",,OC(=O)CCCOC1=CC=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,4.52,4.38,7.14e-04 g/l,3.66,-4.8,0.0,3.0,0.0,0.0,0.0,0.0
3348,DB04644,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",,CC1=C(C)C(OCCCC(O)=O)=CC=C1NC(=O)NC(=O)C1=CC=C(Cl)C=C1Cl,4.02,4.8,1.92e-03 g/l,4.28,-4.8,0.0,3.0,0.0,0.0,0.0,0.0
3349,DB04645,"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",,CC1=C(NC(=O)NC(=O)C2=CC=C(Cl)C=C2Cl)C=CC=C1OCCCCC(O)=O,4.23,4.73,8.36e-04 g/l,4.19,-4.8,0.0,3.0,0.0,0.0,0.0,0.0
3350,DB04647,BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,,C[C@@H](NC(=O)[C@H](CCCCNC(=O)OCC1=CC=CC=C1)NC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(O)=O)B(O)O,1.17,1.69,2.37e-02 g/l,3.72,-0.81,0.0,5.0,0.0,0.0,0.0,0.0
3351,DB04648,S-propylamine-L-cysteine,,NCCCSC[C@H](N)CO,-1.2,-1.3,3.11e+01 g/l,15.1,10.25,0.0,0.0,0.0,0.0,0.0,0.0
3352,DB04649,TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S,,CN(CC[C@H](N)CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)=O)N1C=C[C@@](N)(O)NC1=O)C(N)=N,-3.2,-5.3,6.59e-01 g/l,3.33,12.25,0.0,3.0,0.0,0.0,0.0,0.0
3353,DB04650,"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",,[H][C@]12CS[C@]([H])(CCCCC(O)=O)[C@@]1([H])NC(=O)N2,0.17,0.32,1.22e+00 g/l,4.4,-1.9,0.0,2.0,0.0,0.0,0.0,0.0
3354,DB04651,BIOTINOL-5-AMP,,NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)OCCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@H]45)[C@@H](O)[C@H]3O)C2=NC=N1,-1.0,-3.6,1.90e+00 g/l,1.92,4.99,0.0,1.0,0.0,0.0,0.0,0.0
3355,DB04652,"(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE",,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO,2.09,2.02,4.60e-02 g/l,13.86,-0.26,0.0,2.0,0.0,0.0,0.0,0.0
3356,DB04653,CBZ-LEU-LEU-TYR-CH2F,,CC(C)C[C@H](NC(=O)OCC1=CC=CC=C1)[C@@H](O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(C)=O,3.02,4.79,6.56e-03 g/l,9.51,7.54,0.0,3.0,0.0,0.0,0.0,0.0
3357,DB04654,4-PIPERIDIN-4-YLBUTANAL,,O=CCCCC1CCNCC1,1.75,0.8,1.98e+00 g/l,15.52,10.26,0.0,1.0,0.0,0.0,0.0,0.0
3358,DB04655,"METOPRINE, METHODICHLOROPHEN",,CC1=C(C(N)=NC(N)=N1)C1=CC(Cl)=C(Cl)C=C1,2.87,2.65,7.58e-02 g/l,17.21,7.93,0.0,0.0,0.0,0.0,0.0,0.0
3359,DB04656,"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",,[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CCCOC2=CC=CC=C2)[C@@]1([H])O)C(O)=O,0.35,0.6,4.11e+00 g/l,3.51,-3.2,0.0,1.0,0.0,0.0,0.0,0.0
3360,DB04657,Carboxin,5234-68-4,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,1.65,1.51,5.36e-01 g/l,13.24,-2.1,0.0,1.0,0.0,0.0,0.0,0.0
3361,DB04658,"(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL",,O[C@H]1[C@H]2CC[C@](O)(N2)[C@@H](O)[C@@H]1O,-1.8,-2.1,7.33e+02 g/l,12.13,8.57,0.0,0.0,0.0,0.0,0.0,0.0
3362,DB04659,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",,OC[C@H]1C[C@@H](S\C(=N/OS(O)(=O)=O)CC2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,-1.0,-2.0,1.90e+00 g/l,-3.4,0.072,0.0,0.0,0.0,1.0,0.0,0.0
3363,DB04660,Glycerylphosphorylcholine,563-24-6,C[N+](C)(C)CCO[P@](O)(=O)OC[C@H](O)CO,-2.5,-5.7,4.04e+00 g/l,1.86,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
3364,DB04661,Cis-tetracosenoyl sulfatide,,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(O)(=O)=O)[C@H]1O)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC,5.95,10.29,2.72e-04 g/l,-1.9,0.025,0.0,1.0,0.0,1.0,0.0,0.0
3365,DB04662,OLOMOUCINE II,,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=CC=C2O)=N1,3.0,2.59,2.68e-01 g/l,9.23,5.55,0.0,0.0,0.0,0.0,0.0,0.0
3366,DB04663,"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@](O)([C@@H]1O)C(O)=O,-2.1,-2.4,2.64e+01 g/l,1.21,-3.7,0.0,1.0,0.0,0.0,0.0,0.0
3367,DB04664,Cyclohexyl-pentyl-maltoside,,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.28,-0.25,4.92e+00 g/l,11.94,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
3368,DB04669,TRIAZOLOPYRIMIDINE,,BrC1=CC=CC(=C1)C1=NC2=[N+](NC=N2)C(NCC2=CC=NC=C2)=C1,0.7,0.66,5.29e-03 g/l,8.77,5.02,0.0,0.0,0.0,0.0,0.0,0.0
3369,DB04672,"cyclic 3',5'-thymidine monophosphate",,[H][C@]1(COP(O)(O)=O)O[C@]([H])(C=C1)N1C=C(C)C(=O)NC1=O,-0.98,-0.36,4.64e+00 g/l,1.24,-4.2,0.0,2.0,0.0,0.0,0.0,0.0
3370,DB04673,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,,ClC1=CC2=C(NC(=C2)S(=O)(=O)N2CCN(CC2)C(=O)C2=NC=C(C=N2)C2=CC=NC=C2)C=C1,1.96,1.83,7.35e-02 g/l,9.63,4.34,0.0,1.0,0.0,1.0,0.0,0.0
3371,DB04674,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",,OC(=O)C1=C(O)C(I)=CC(I)=C1,3.13,3.84,1.55e-01 g/l,2.51,-7.1,0.0,1.0,0.0,0.0,0.0,0.0
3372,DB04676,Dansyllysine,1101-84-4,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCC[C@H](N)C(O)=O,-0.68,-0.45,7.82e-02 g/l,1.54,9.38,0.0,1.0,0.0,1.0,0.0,0.0
3373,DB04678,H TYPE II TRISACCHARIDE,,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@H](O)[C@@H]1O,-2.3,-5.7,1.86e+02 g/l,11.44,-3.5,0.0,1.0,0.0,0.0,0.0,0.0
3374,DB04679,H TYPE I TRISACCHARIDE,,C[C@H](O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,-2.6,-5.5,2.68e+02 g/l,11.57,7.22,0.0,0.0,0.0,0.0,0.0,0.0
3375,DB04680,GALACTOSE GREASE,,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCCC(=O)OC)[C@]1([H])O,0.46,0.083,6.89e+00 g/l,12.21,-3.0,0.0,1.0,0.0,0.0,0.0,0.0
3376,DB04681,BETA-METHYLLACTOSIDE,,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,-2.7,-4.1,5.69e+02 g/l,11.94,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
3377,DB04682,Octylphenoxy polyethoxyethanol,9036-19-5,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCOCCOCCO)C=C1,4.16,4.01,2.39e-03 g/l,15.12,-2.7,0.0,0.0,0.0,0.0,0.0,0.0
3378,DB04683,"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OC[C@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC,8.02,11.1,1.05e-04 g/l,1.89,-3.0,0.0,2.0,0.0,0.0,0.0,0.0
3379,DB04685,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",,[H][C@]1(F)C[C@@]([H])(O[C@]1([H])COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)N1C=CC(=O)NC1=O,4.3,5.18,1.17e-03 g/l,9.46,-4.0,1.0,2.0,0.0,0.0,0.0,0.0
3380,DB04688,ECGONINE METHYL ESTER,,[H][C@@]12CC[C@@]([H])(N1C)[C@@]([H])(C(=O)OC)[C@@]([H])(O)C2,0.14,-0.21,5.87e+02 g/l,14.6,9.04,0.0,1.0,0.0,0.0,0.0,0.0
3381,DB04689,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,,CCCC1=C(OCCCOC2=CC3=C(C=C2)N(CC(O)=O)C=C3)C=CC2=C1C=CC(=C2)C(=O)C1=CC=CC=C1,6.67,7.17,4.69e-05 g/l,3.96,-4.5,0.0,2.0,0.0,0.0,0.0,0.0
3382,DB04690,Camptothecin,7689-03-4,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C13)C2=O,1.91,1.22,5.11e-01 g/l,11.71,3.07,0.0,2.0,0.0,0.0,0.0,0.0
3383,DB04692,(E)-(S)-4-[(S)-2-((S)-2-TERT-BUTOXYCARBONYLAMINO-3-METHYL-BUTYRYLAMINO)-2-PHENYL-ACETYLAMINO]-5-(2-OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,,CCOC(=O)\C=C\[C@@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)OC(C)(C)C)C1=CC=CC=C1,2.04,2.49,7.19e-03 g/l,12.06,-0.56,0.0,5.0,0.0,0.0,0.0,0.0
3384,DB04693,"(13S)-13-METHYLDODECAHYDRO-1H-CYCLOPENTA[A]PHENANTHRENE-3,17(2H,4H)-DIONE",,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@H]34)[C@@H]1CCC2=O,3.2,3.67,8.79e-03 g/l,19.96,-7.1,0.0,2.0,0.0,0.0,0.0,0.0
3385,DB04694,"2,6-anhydro-3-deoxy-3-fluoronononic acid",,OC[C@@H](O)[C@@H](O)[C@@H]1O[C@@H]([C@H](F)[C@H](O)[C@H]1O)C(O)=O,-2.0,-3.2,1.48e+02 g/l,3.57,-3.0,1.0,1.0,0.0,0.0,0.0,0.0
3386,DB04696,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",,OC1=C(Br)C=C(C=C1)C1(OC(=O)C2=C3C(C=CC=C13)=C(Cl)C=C2)C1=CC(Br)=C(O)C=C1,6.9,7.48,3.23e-04 g/l,7.78,-6.7,0.0,1.0,0.0,0.0,0.0,0.0
3387,DB04697,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,,NC(N)=NCCCC[C@H](NC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H]1CCN1C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CC[C@H](CN=C(N)N)CC1)C(N)=O,1.19,-0.83,1.47e-02 g/l,9.5,11.79,0.0,5.0,0.0,0.0,0.0,0.0
3388,DB04698,"N-(1,4-DIHYDRO-5H-TETRAZOL-5-YLIDENE)-9-OXO-9H-XANTHENE-2-SULFONAMIDE",,O=C1C2=CC=CC=C2OC2=C1C=C(C=C2)S(=O)(=O)N=C1NN=NN1,1.43,2.52,1.12e-01 g/l,6.37,-1.9,0.0,1.0,0.0,1.0,0.0,0.0
3389,DB04700,GLUTATHIONE SULFINATE,,N[C@@H](CCC(=O)N[C@@H](C[S@](O)=O)C(=O)NCC(O)=O)C(O)=O,-2.1,-5.1,1.63e+01 g/l,-0.22,9.31,0.0,4.0,2.0,0.0,0.0,0.0
3390,DB04701,S-METHYL-GLUTATHIONE,,CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,-2.8,-4.5,2.61e+00 g/l,1.82,9.31,0.0,4.0,0.0,0.0,0.0,0.0
3391,DB04704,"(3BETA,20R)-CHOLEST-5-ENE-3,20-DIOL",,CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6.06,5.8,5.71e-04 g/l,18.2,-0.26,0.0,0.0,0.0,0.0,0.0,0.0
3392,DB04705,"(3BETA)-CHOLEST-5-ENE-3,25-DIOL",,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5.95,5.64,2.44e-04 g/l,18.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,DB04706,"(3BETA,7BETA)-CHOLEST-5-ENE-3,7-DIOL",,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5.61,5.96,4.76e-04 g/l,18.2,-0.83,0.0,0.0,0.0,0.0,0.0,0.0
3394,DB04707,HYDROXYFASUDIL,,OC1=C2C=CC=C(C2=CC=N1)S(=O)(=O)N1CCCNCC1,-0.04,0.61,6.59e-01 g/l,11.09,8.04,0.0,0.0,0.0,1.0,0.0,0.0
3395,DB04708,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",,NC(=O)C[C@H]1C[C@@H](C2=CN[C@](C[C@H](O)[C@H](CC3=CC=CC=C3)NC(=O)O[C@H]3CCOC3)(CC3=CC=CC=C3)C2=O)C2=CC=CC=C12,2.53,4.03,7.27e-04 g/l,13.94,1.95,0.0,3.0,0.0,0.0,0.0,0.0
3396,DB04709,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",,[H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@]1([H])CC[C@@]2([H])CC1)C1=CC=C(C2=CC=CC=C12)[N+]([O-])=O,3.28,3.44,9.03e-03 g/l,16.91,-1.0,0.0,2.0,0.0,0.0,0.0,1.0
3397,DB04710,(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)C1=NOC(C)=C1,1.35,0.97,7.44e-02 g/l,11.71,-0.54,0.0,6.0,0.0,0.0,0.0,0.0
3398,DB04711,Iodipamide,606-17-7,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,3.42,8.25,3.06e-03 g/l,2.03,-3.4,0.0,4.0,0.0,0.0,0.0,0.0
3399,DB04712,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)C2=NC(CNC3=CC=CC=C3)=CN12,0.12,-1.2,6.65e+00 g/l,12.33,4.86,0.0,0.0,0.0,0.0,0.0,0.0
3400,DB04713,4-IODOPHENYLALANINE,,[H][C@@](N)(CC1=CC=C(I)C=C1)C(O)=O,-1.2,-0.26,2.74e-01 g/l,1.27,9.44,0.0,1.0,0.0,0.0,0.0,0.0
3401,DB04715,IMIDAZOPYRIDAZIN 1,,CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(NCC3CC3)=NN12,2.88,2.63,1.65e-02 g/l,15.98,4.3,0.0,1.0,0.0,0.0,0.0,0.0
3402,DB04716,"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",,CC(C)(C)C1=NC2=C3C=CC(F)=CC3=C3C(=O)NC=CC3=C2N1,3.91,3.67,7.47e-03 g/l,10.28,3.91,1.0,1.0,0.0,0.0,0.0,0.0
3403,DB04717,2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin,,NCCCNCCO[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@H]1O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N,-2.7,-8.8,2.92e+01 g/l,13.09,10.48,0.0,0.0,0.0,0.0,0.0,0.0
3404,DB04718,"(2S,3S,4R,5R,6R)-5-Amino-2-(Aminomethyl)-6-((2R,3R,4R,5S)-5-((1R,2R,3S,5R,6S)-3,5-Diamino-2-((2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)-tetrahydro-2H-pyran-2-yloxy)-6-hydroxycyclohexyloxy)-2-(hydroxymethyl)-4-(2-((R)-piperidin-3-ylmethylamin",,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2OCCNC[C@@H]2CCCNC2)[C@H](N)[C@@H](O)[C@@H]1O,-2.4,-7.9,2.77e+01 g/l,13.09,10.66,0.0,0.0,0.0,0.0,0.0,0.0
3405,DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",,CN(C)C1=NC2=C(Br)C(Br)=C(Br)C(Br)=C2N1,4.52,5.13,5.65e-03 g/l,10.77,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3406,DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",,CSC1=NC2=C(N1)C(Br)=C(Br)C(Br)=C2Br,4.88,5.65,1.31e-03 g/l,8.94,3.1,0.0,0.0,0.0,0.0,0.0,0.0
3407,DB04722,"2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE",,[H][C@](C)(NC(=O)CC1=[N+]([O-])C(NCC(F)(F)C2=[N+]([O-])C=CC=C2)=CC=C1Cl)C1=CC=CC(Cl)=C1,4.3,3.45,3.30e-04 g/l,12.33,-0.21,2.0,1.0,0.0,0.0,0.0,0.0
3408,DB04723,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,,NC(N)=NC1=CC=CC(=C1)[C@@H](CS)C(O)=O,0.52,-0.049,2.01e-01 g/l,3.74,11.16,0.0,1.0,0.0,0.0,0.0,0.0
3409,DB04724,"(S)-2-((S)-3-ISOBUTYL-2,5-DIOXO-4-QUINOLIN-3-YLMETHYL-[1,4]DIAZEPAN-1YL)-N-METHYL-3-NAPHTALEN-2-YL-PROPIONAMIDE",,CNC(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)N1CCC(=O)N(CC2=CNC3=CC=CC=C3C2)[C@@H](CC(C)C)C1=O,4.0,3.83,4.22e-03 g/l,15.72,0.48,0.0,3.0,0.0,0.0,0.0,0.0
3410,DB04726,"7,8,10-TRIMETHYLBENZO[G]PTERIDINE-2,4(3H,10H)-DIONE",,CN1C2=C(C=C(C)C(C)=C2)N=C2C(=O)NC(=O)N=C12,0.52,1.66,2.18e-01 g/l,6.97,0.77,0.0,2.0,0.0,0.0,0.0,0.0
3411,DB04728,Lividomycin A,36441-41-5,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-2.9,-9.4,6.61e+01 g/l,12.02,9.99,0.0,0.0,0.0,0.0,0.0,0.0
3412,DB04729,GENTAMICIN C1A,,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O,-2.2,-4.0,2.05e+01 g/l,12.55,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3413,DB04731,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,,CC(=O)OC[C@H](O)CO[P@](O)(=O)OCC[NH3+],-1.8,-3.0,1.67e+01 g/l,1.87,10.0,0.0,1.0,0.0,0.0,0.0,0.0
3414,DB04732,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,,[H][C@@](CC(C)C)(NC(=O)[C@@]([H])(CC1=C2C=CC=CC2=CC=C1)NC(=O)N1CCOCC1)B(O)O,1.89,2.91,3.13e-02 g/l,13.77,-2.0,0.0,2.0,0.0,0.0,0.0,0.0
3415,DB04733,"1,6-DI-O-PHOSPHONO-D-MANNITOL",,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,-1.7,-4.0,1.62e+01 g/l,1.19,-3.5,0.0,0.0,0.0,0.0,0.0,0.0
3416,DB04735,MONOGALACTOSYL-DIACYLGLYCEROL,,CCCCCCCCCCCCCCCC(=O)O[C@@H](CO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O)COC(=O)CCCCCCCCCCCC,7.58,8.9,9.05e-04 g/l,12.21,-3.0,0.0,2.0,0.0,0.0,0.0,0.0
3417,DB04736,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",,C[C@@H](NC(=O)[C@H](CCC[C@@H](N)C(O)=O)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@@H]2OC[C@@H](O2)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)C(O)=O)C(O)=O,-2.4,-8.8,4.18e+00 g/l,1.92,9.52,0.0,9.0,0.0,0.0,0.0,0.0
