indinavir	"A potent and specific HIV protease inhibitor that appears to have good oral bioavailability."
rimexolone	"Rimexolone is a corticosteroids indicated for the treatment of postoperative inflammation following ocular surgery and in the treatment of anterior uveitis. Corticosteroids suppress the inflammatory response to a variety of inciting agents of a mechanical, chemical, or immunological nature. They inhibit edema, cellular infiltration, capillary dilatation, fibroblastic proliferation, deposition of collagen and scar formation associated with inflammation. Placebo-controlled clinical studies demonstrated that rimexolone ophthalmic suspension is efficacious for the treatment of anterior chamber inflammation following cataract surgery."
meloxicam	"Meloxicam is a nonsteroidal anti-inflammatory drug (NSAID) that exhibits anti-inflammatory, analgesic, and antipyretic activities in animal models. The mechanism of action of meloxicam, like that of other NSAIDs, may be related to prostaglandin synthetase (cyclo-oxygenase) inhibition."
"glycopyrronium bromide"	"Glycopyrrolate is a long-acting muscarinic antagonist, which is often referred to as an anticholinergic. It has similar affinity to the subtypes of muscarinic receptors M1 to M5. In the airways, it exhibits pharmacological effects through inhibition of M3 receptor at the smooth muscle leading to bronchodilation. The competitive and reversible nature of antagonism was shown with human and animal origin receptors and isolated organ preparations. In preclinical in vitro as well as in vivo studies, prevention of methacholine and acetylcholine induced bronchoconstrictive effects was dose-dependent and lasted longer than 24 hours. The clinical relevance of these findings is unknown. The bronchodilation following inhalation of glycopyrrolate is predominantly a site-specific effect."
"angiotensin II"	"Angiotensin II is a naturally occurring peptide hormone of the renin-angiotensin-aldosterone system (RAAS) that causes vasoconstriction and an increase in blood pressure. Angiotensin II raises blood pressure by vasoconstriction and increased aldosterone release. Direct action of angiotensin II on the vessel wall is mediated by binding to the G-protein-coupled angiotensin II receptor type 1 on vascular smooth muscle cells, which stimulates Ca2+/calmodulin-dependent phosphorylation of myosin and causes smooth muscle contraction."
pergolide	"A long-acting dopamine agonist which has been used to treat PARKINSON DISEASE and HYPERPROLACTINEMIA but withdrawn from some markets due to potential for HEART VALVE DISEASES."
estradiol	"The 17-beta-isomer of estradiol, an aromatized C18 steroid with hydroxyl group at 3-beta- and 17-beta-position. Estradiol-17-beta is the most potent form of mammalian estrogenic steroids."
"octatropine methylbromide"	"minor descriptor (65-86); on line & INDEX MEDICUS search TROPANES (69-86); RN given refers to endo-isomer"
perampanel	"a non-competitive AMPA glutamate receptor antagonist indicated as adjunctive therapy for the treatment of seizures"
methazolamide	"A carbonic anhydrase inhibitor that is used as a diuretic and in the treatment of glaucoma."
rimonabant	"A pyrazole and piperidine derivative that acts as a selective cannabinoid type-1 receptor (CB1 RECEPTOR) antagonist. It inhibits the proliferation and maturation of ADIPOCYTES, improves lipid and glucose metabolism, and regulates food intake and energy balance. It is used in the management of OBESITY."
linagliptin	"Linagliptin is an inhibitor of DPP-4, an enzyme that degrades the incretin hormones glucagon-like peptide-1 (GLP-1) and glucose-dependent insulinotropic polypeptide (GIP). Thus, linagliptin increases the concentrations of active incretin hormones, stimulating the release of insulin in a glucose-dependent manner and decreasing the levels of glucagon in the circulation. Both incretin hormones are involved in the physiological regulation of glucose homeostasis. Incretin hormones are secreted at a low basal level throughout the day and levels rise immediately after meal intake. GLP-1 and GIP increase insulin biosynthesis and secretion from pancreatic beta cells in the presence of normal and elevated blood glucose levels. Furthermore, GLP-1 also reduces glucagon secretion from pancreatic alpha cells, resulting in a reduction in hepatic glucose output."
physostigmine	"A cholinesterase inhibitor that is rapidly absorbed through membranes. It can be applied topically to the conjunctiva. It also can cross the blood-brain barrier and is used when central nervous system effects are desired, as in the treatment of severe anticholinergic toxicity."
glibornuride	"was MH 1975-92 (see under SULFONYLUREA COMPOUNDS 1975-90); use SULFONYLUREA COMPOUNDS to search GLIBORNURIDE 1975-92; an oral, sulfonylurea hypoglycemic agent which stimulates insulin secretion"
darolutamide	"Darolutamide is an androgen receptor (AR) inhibitor. Darolutamide competitively inhibits androgen binding, AR nuclear translocation, and AR-mediated transcription. A major metabolite, keto-darolutamide, exhibited similar in vitro activity to darolutamide. In addition, darolutamide functioned as a progesterone receptor (PR) antagonist in vitro (approximately 1% activity compared to AR). Darolutamide decreased prostate cancer cell proliferation in vitro and tumor volume in mouse xenograft models of prostate cancer"
sulbactam	"A beta-lactamase inhibitor with very weak antibacterial action. The compound prevents antibiotic destruction of beta-lactam antibiotics by inhibiting beta-lactamases, thus extending their spectrum activity. Combinations of sulbactam with beta-lactam antibiotics have been used successfully for the therapy of infections caused by organisms resistant to the antibiotic alone."
anakinra	"A ligand that binds to but fails to activate the INTERLEUKIN 1 RECEPTOR. It plays an inhibitory role in the regulation of INFLAMMATION and FEVER. Several isoforms of the protein exist due to multiple ALTERNATIVE SPLICING of its mRNA."
tipiracil	"tipiracil increases trifluridine exposure by inhibiting its metabolism by thymidine phosphorylase"
romiplostim	"Romiplostim, a member of the TPO mimetic class, is an Fc-peptide fusion protein (peptibody) that activates intracellular transcriptional pathways leading to increased platelet production via the TPO receptor (also known as cMpl). The peptibody molecule contains two identical single-chain subunits, each consisting of human immunoglobulin IgG1 Fc domain, covalently linked at the C-terminus to a peptide containing two thrombopoietin receptor-binding domains. Romiplostim has no amino acid sequence homology to endogenous TPO. Romiplostim is produced by recombinant DNA technology in Escherichia coli."
nabumetone	"A butanone non-steroidal anti-inflammatory drug and cyclooxygenase-2 (COX2) inhibitor that is used in the management of pain associated with OSTEOARTHRITIS and RHEUMATOID ARTHRITIS."
dexmedetomidine	"A imidazole derivative that is an agonist of ADRENERGIC ALPHA-2 RECEPTORS. It is closely-related to MEDETOMIDINE, which is the racemic form of this compound."
umeclidinium	"a long-acting antimuscarinic agent with similar affinity to the subtypes of muscarinic receptors M1 to M5, in the airways, it exhibits pharmacological effects through inhibition of M3 receptor at the smooth muscle leading to bronchodilation"
apatinib	"Apatinib is an oral tyrosine kinase inhibitor approved in China for the treatment of patients with advanced metastatic gastric cancer."
nizatidine	"A histamine H2 receptor antagonist with low toxicity that inhibits gastric acid secretion. The drug is used for the treatment of duodenal ulcers."
fomepizole	"A pyrazole and competitive inhibitor of ALCOHOL DEHYDROGENASE that is used for the treatment of poisoning by ETHYLENE GLYCOL or METHANOL."
perindopril	"An angiotensin-converting enzyme inhibitor. It is used in patients with hypertension and heart failure."
olodaterol	"a long-acting beta2-adrenergic agonist (LABA), activation of beta2 receptors in the airways results in a stimulation of intracellular adenyl cyclase, an enzyme that mediates the synthesis of cyclic-3',5' adenosine monophosphate (cAMP), elevated levels of cAMP induce bronchodilation by relaxation of airway smooth muscle cells"
tegaserod	"a nonbenzamide 5-hydroxytryptamine(4) agonist; used in treatment of irritable bowel syndrome; marketing suspended 2007 in US due to higher incidence of MI, stroke, and unstable angina; structure given in first source"
nevirapine	"A potent, non-nucleoside reverse transcriptase inhibitor used in combination with nucleoside analogues for treatment of HIV INFECTIONS and AIDS."
ceforanide	A second-generation cephalosporin antibiotic with {[1-(carboxymethyl)-1H-tetrazol-5-yl]sulfanyl}methyl and 2-(aminomethyl)phenylacetamido groups at positions 3 and 7, respectively, of the cephem skeleton. It is effective against many coliforms, including Escherichia coli, Klebsiella, Enterobacter and Proteus, and most strains of Salmonella, Shigella, Hemophilus, Citrobacter and Arizona species.
levobupivacaine	"S-enantiomer of bupivacaine, local anaesthetic"
permethrin	"A pyrethroid insecticide commonly used in the treatment of LICE INFESTATIONS and SCABIES."
phentolamine	"A nonselective alpha-adrenergic antagonist. It is used in the treatment of hypertension and hypertensive emergencies, pheochromocytoma, vasospasm of RAYNAUD DISEASE and frostbite, clonidine withdrawal syndrome, impotence, and peripheral vascular disease."
desmopressin	"A synthetic analog of the pituitary hormone, ARGININE VASOPRESSIN. Its action is mediated by the VASOPRESSIN receptor V2. It has prolonged antidiuretic activity, but little pressor effects. It also modulates levels of circulating FACTOR VIII and VON WILLEBRAND FACTOR."
